,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
1208,-1.05308,0.63779,-0.45174,-1.07533,0.7583,0.88113,0.7654,CurrentUse
1209,-1.43907,1.11406,0.58331,-0.60633,-0.78155,0.88113,0.40148,CurrentUse
1214,1.23461,-0.57545,0.88309,-0.01729,-0.89891,0.88113,0.7654,CurrentUse
1219,1.02119,0.96248,0.29338,-1.6209,-0.89891,0.88113,0.40148,CurrentUse
1220,1.02119,-0.30033,0.14143,-1.47955,-0.65253,0.88113,1.2247,CurrentUse
1254,-1.05308,-0.57545,-0.01928,-1.34289,0.58489,0.88113,0.40148,CurrentUse
1269,-0.14882,-0.15487,0.14143,0.76096,-0.52745,0.88113,-1.18084,CurrentUse
1285,-0.58016,0.47617,2.15324,-0.45321,-0.14277,0.88113,1.2247,CurrentUse
1291,0.73545,2.127,1.24033,-0.76096,1.46191,0.88113,1.92173,CurrentUse
1316,0.41667,-1.23177,-0.45174,0.94156,-0.14277,0.88113,1.2247,CurrentUse
1327,1.8399,-0.80615,1.24033,-1.6209,-1.13788,0.88113,0.40148,CurrentUse
1341,0.22393,0.63779,-1.82919,-1.07533,-0.89891,0.88113,0.40148,CurrentUse
1343,0.82562,1.11406,1.65653,1.2861,0.25953,0.88113,1.2247,CurrentUse
1352,1.02119,-0.94779,1.43533,-0.15487,-1.25773,0.88113,0.40148,CurrentUse
1354,-1.69163,0.63779,0.58331,-0.01729,0.58489,0.88113,0.40148,CurrentUse
1355,0.41667,0.16767,-0.31776,-0.91699,0.41594,0.88113,0.40148,CurrentUse
1356,-1.43907,-0.43999,0.88309,-0.45321,-1.38502,0.88113,0.40148,CurrentUse
1360,0.82562,-1.09207,0.58331,0.76096,-1.13788,0.88113,-0.52593,CurrentUse
1363,-0.05188,-0.94779,0.29338,1.11406,-0.89891,0.88113,-0.21575,CurrentUse
1366,1.49158,0.63779,1.06238,-1.47955,-1.13788,0.88113,0.7654,CurrentUse
1377,-0.58016,0.47617,1.65653,-0.15487,0.25953,0.88113,1.2247,CurrentUse
1406,1.37297,-1.23177,-0.58331,0.43852,-1.25773,0.88113,0.7654,CurrentUse
1418,0.82562,-0.43999,0.58331,-0.76096,-0.52745,0.88113,1.2247,CurrentUse
1425,0.04257,0.00332,-0.17779,0.28783,1.81175,0.88113,0.40148,CurrentUse
1428,-0.24649,1.45421,1.43533,-0.60633,-0.14277,0.88113,1.2247,CurrentUse
1479,1.60383,-2.32338,0.14143,-0.01729,-2.04506,0.88113,-2.07848,CurrentUse
1488,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,CurrentUse
1489,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247,CurrentUse
1497,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,CurrentUse
1523,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,CurrentUse
1530,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,CurrentUse
1531,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,CurrentUse
1536,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,CurrentUse
1538,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,CurrentUse
1540,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.7654,CurrentUse
1561,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,CurrentUse
1568,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,CurrentUse
1583,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,CurrentUse
1590,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,CurrentUse
1611,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,CurrentUse
1614,0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,CurrentUse
1616,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,CurrentUse
1631,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,CurrentUse
1635,1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,CurrentUse
1660,-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,CurrentUse
1667,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,CurrentUse
1693,-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,CurrentUse
1711,-2.3436,1.74091,-0.01928,0.59042,2.63199,0.88113,-0.21575,CurrentUse
1746,1.37297,-0.69509,2.90161,3.46436,-0.78155,0.88113,1.92173,CurrentUse
1747,2.61139,-0.43999,-0.45174,-1.92595,-2.04506,0.88113,-0.21575,CurrentUse
1751,-0.14882,1.58487,-0.01928,0.13136,-0.40581,0.88113,0.07987,CurrentUse
1752,-1.05308,0.16767,0.44585,-2.35413,-1.5184,0.88113,1.92173,CurrentUse
1759,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,0.88113,0.40148,CurrentUse
1762,0.91093,-0.30033,0.14143,0.28783,-0.89891,0.88113,1.2247,CurrentUse
1768,-0.46725,0.96248,-0.01928,0.43852,-0.00665,0.88113,1.92173,CurrentUse
1771,0.91093,0.63779,-0.45174,-1.21213,-0.78155,0.88113,1.92173,CurrentUse
1774,0.82562,-1.09207,1.43533,0.28783,1.13407,0.88113,1.92173,CurrentUse
1776,-0.05188,0.32197,-0.01928,-2.5383,0.7583,0.88113,0.7654,CurrentUse
1780,-0.34799,0.47617,0.7233,0.43852,1.30612,0.88113,0.40148,CurrentUse
1797,-0.58016,1.74091,-1.97495,-1.07533,1.63088,0.88113,0.40148,CurrentUse
1801,-0.14882,1.74091,1.06238,0.28783,-1.0145,0.88113,0.7654,CurrentUse
1807,1.23461,1.11406,1.06238,-1.47955,0.12331,0.88113,1.92173,CurrentUse
1810,1.37297,-0.15487,0.44585,-1.34289,-1.25773,0.88113,1.92173,CurrentUse
1815,-0.05188,-1.23177,0.29338,1.11406,0.25953,0.88113,0.7654,CurrentUse
1821,1.23461,-1.23177,1.06238,-0.30172,-2.30408,0.88113,-0.21575,CurrentUse
1824,0.22393,-0.30033,0.88309,1.2861,-0.00665,0.88113,0.07987,CurrentUse
1826,-0.34799,1.11406,0.44585,-2.5383,-0.14277,0.88113,1.2247,CurrentUse
1832,-0.67825,0.63779,-0.45174,-0.45321,0.25953,0.88113,0.40148,CurrentUse
1844,-1.32828,1.2861,0.88309,1.11406,1.13407,0.88113,0.40148,CurrentUse
1849,0.31287,0.63779,-0.31776,-0.30172,-1.25773,0.88113,1.2247,CurrentUse
1859,-0.24649,0.32197,0.44585,-0.15487,-0.14277,0.88113,1.2247,CurrentUse
1862,-0.34799,0.00332,1.24033,-0.15487,0.41594,0.88113,0.40148,CurrentUse
1864,0.62967,0.63779,2.90161,-1.07533,0.93949,0.88113,1.2247,CurrentUse
1866,0.04257,0.00332,2.44904,-0.60633,-2.18109,0.88113,1.2247,CurrentUse
1873,-0.79151,0.00332,2.44904,0.76096,-1.5184,0.88113,1.92173,CurrentUse
1880,-0.79151,0.32197,0.29338,-0.30172,-0.27607,0.88113,0.7654,CurrentUse
1881,-1.1943,1.74091,1.88511,0.76096,-1.13788,0.88113,1.92173,CurrentUse
1882,-0.24649,1.74091,0.58331,0.76096,-1.5184,0.88113,0.7654,CurrentUse
1885,-0.46725,2.127,1.65653,1.11406,0.41594,0.88113,1.2247,CurrentUse
12,-1.32828,0.00332,0.14143,-1.92595,-0.52745,0.52975,1.2247,CurrentUse
35,1.02119,0.63779,0.88309,-2.90161,-0.78155,0.52975,1.92173,CurrentUse
50,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,CurrentUse
53,-0.14882,0.00332,-1.42424,0.28783,-0.78155,0.52975,-1.54858,CurrentUse
71,-0.34799,-0.30033,0.14143,-1.92595,-0.27607,0.52975,0.7654,CurrentUse
76,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,CurrentUse
90,0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,CurrentUse
108,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,CurrentUse
117,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,CurrentUse
118,1.60383,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,CurrentUse
126,-0.46725,1.2861,0.44585,0.13136,1.13407,0.52975,0.40148,CurrentUse
134,-0.05188,0.16767,0.29338,-0.15487,0.12331,0.52975,0.40148,CurrentUse
143,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,CurrentUse
169,0.22393,1.2861,-1.27553,-0.30172,-1.13788,0.52975,0.40148,CurrentUse
174,1.02119,0.63779,1.24033,0.13136,0.25953,0.52975,0.40148,CurrentUse
192,-0.34799,1.2861,-1.11902,0.59042,-0.52745,0.52975,0.07987,CurrentUse
196,0.62967,0.32197,0.7233,-0.30172,0.93949,0.52975,0.07987,CurrentUse
200,-0.46725,2.32338,0.7233,1.81866,1.30612,0.52975,0.07987,CurrentUse
201,-0.58016,0.16767,-0.84732,1.11406,1.46191,0.52975,1.2247,CurrentUse
209,0.13606,0.00332,-0.17779,-0.30172,-0.00665,0.52975,1.2247,CurrentUse
233,0.04257,1.2861,-0.01928,0.13136,0.7583,0.52975,0.7654,CurrentUse
234,-0.67825,0.80523,-1.42424,0.94156,0.25953,0.52975,0.40148,CurrentUse
273,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,CurrentUse
278,-1.05308,1.45421,1.06238,0.76096,-0.14277,0.52975,0.07987,CurrentUse
325,-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,CurrentUse
328,-0.34799,0.47617,-0.97631,0.43852,-0.14277,0.52975,-0.21575,CurrentUse
394,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,CurrentUse
402,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,CurrentUse
420,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,CurrentUse
421,0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,CurrentUse
426,0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,CurrentUse
436,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,CurrentUse
449,0.73545,-0.15487,-0.84732,0.59042,-1.0145,0.52975,0.07987,CurrentUse
458,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,CurrentUse
460,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,CurrentUse
502,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,CurrentUse
510,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,CurrentUse
519,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,CurrentUse
522,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,CurrentUse
528,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,CurrentUse
533,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,CurrentUse
536,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,CurrentUse
548,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,CurrentUse
554,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,CurrentUse
570,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,CurrentUse
573,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,CurrentUse
582,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,CurrentUse
595,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,CurrentUse
598,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,CurrentUse
601,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,CurrentUse
602,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,CurrentUse
608,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,CurrentUse
611,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,CurrentUse
618,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,CurrentUse
639,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,CurrentUse
654,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,CurrentUse
661,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,CurrentUse
663,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,CurrentUse
689,0.41667,-0.69509,-1.42424,-1.47955,-0.14277,0.52975,-0.52593,CurrentUse
705,-0.14882,-0.94779,-1.42424,-0.45321,0.25953,0.52975,-0.84637,CurrentUse
706,-0.05188,1.93886,0.29338,-0.15487,-0.52745,0.52975,0.40148,CurrentUse
718,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,0.52975,0.40148,CurrentUse
736,-1.05308,1.74091,-0.01928,0.13136,2.33337,0.52975,1.2247,CurrentUse
740,0.82562,-0.30033,0.29338,0.76096,1.63088,0.52975,0.40148,CurrentUse
762,0.41667,-0.94779,1.06238,0.59042,-1.0145,0.52975,0.7654,CurrentUse
764,1.02119,-0.80615,0.29338,2.23427,-0.65253,0.52975,0.07987,CurrentUse
781,0.82562,-0.43999,0.88309,0.43852,-0.52745,0.52975,1.2247,CurrentUse
803,1.98437,-1.50796,1.43533,-1.772,0.41594,0.52975,0.07987,CurrentUse
813,-0.67825,0.00332,-0.45174,-0.91699,0.25953,0.52975,1.92173,CurrentUse
831,0.13606,-0.94779,1.43533,0.13136,0.58489,0.52975,1.92173,CurrentUse
854,0.52135,0.80523,0.58331,-1.07533,-1.13788,0.52975,1.2247,CurrentUse
866,-0.05188,1.2861,1.43533,0.76096,2.04506,0.52975,1.2247,CurrentUse
870,0.22393,1.58487,0.14143,-1.6209,-1.0145,0.52975,0.40148,CurrentUse
873,0.22393,-1.09207,-0.58331,0.28783,-1.0145,0.52975,-0.21575,CurrentUse
893,3.27393,-2.11437,-0.84732,-1.07533,-2.30408,0.52975,-1.18084,CurrentUse
894,-1.43907,-1.7625,-0.01928,-2.35413,-0.27607,0.52975,0.7654,CurrentUse
899,-2.52197,1.74091,-1.55521,-3.46436,-0.14277,0.52975,1.2247,CurrentUse
900,0.04257,-0.94779,0.44585,-0.60633,-0.89891,0.52975,1.2247,CurrentUse
901,0.22393,-0.69509,0.29338,-0.60633,-1.13788,0.52975,0.40148,CurrentUse
906,-1.32828,0.32197,-0.71727,-1.34289,0.41594,0.52975,1.2247,CurrentUse
910,2.127,-2.72827,-1.97495,-0.01729,-1.38502,0.52975,-0.84637,CurrentUse
928,-0.24649,0.96248,0.7233,0.28783,-0.27607,0.52975,0.07987,CurrentUse
930,0.73545,-0.69509,1.24033,0.94156,0.41594,0.52975,0.7654,CurrentUse
934,2.28554,-0.69509,0.29338,0.13136,-0.78155,0.52975,0.7654,CurrentUse
951,1.02119,-0.94779,-0.01928,-0.30172,-1.64101,0.52975,0.7654,CurrentUse
957,0.04257,0.16767,1.43533,1.11406,-0.65253,0.52975,-0.52593,CurrentUse
968,-1.86962,1.2861,0.58331,1.11406,0.7583,0.52975,0.07987,CurrentUse
973,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,CurrentUse
981,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,CurrentUse
983,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,CurrentUse
992,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,CurrentUse
993,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,CurrentUse
1007,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,CurrentUse
1032,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,CurrentUse
1033,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,CurrentUse
1037,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,CurrentUse
1056,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,CurrentUse
1079,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,CurrentUse
1084,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,CurrentUse
1117,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173,CurrentUse
1122,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,0.52975,-0.52593,CurrentUse
1126,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,CurrentUse
1139,1.60383,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247,CurrentUse
1140,0.41667,-1.23177,0.14143,-0.15487,0.58489,0.52975,0.07987,CurrentUse
1147,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,CurrentUse
1152,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,CurrentUse
1159,0.82562,-1.09207,-1.42424,-0.91699,0.12331,0.52975,0.7654,CurrentUse
1160,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,CurrentUse
1167,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,CurrentUse
1181,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,CurrentUse
1193,0.31287,0.16767,0.7233,-1.07533,0.41594,0.52975,1.2247,CurrentUse
1202,0.41667,0.47617,-0.31776,-1.34289,-0.27607,0.52975,1.2247,CurrentUse
1215,-0.14882,1.45421,1.43533,0.13136,-1.38502,0.52975,0.7654,CurrentUse
1225,0.52135,0.63779,1.24033,-0.15487,-1.38502,0.52975,-0.21575,CurrentUse
1236,0.31287,0.32197,0.88309,1.11406,-0.78155,0.52975,0.07987,CurrentUse
1237,-0.05188,0.16767,0.44585,-1.34289,0.41594,0.52975,0.7654,CurrentUse
1245,0.13606,-0.57545,-0.84732,-0.45321,-1.25773,0.52975,0.07987,CurrentUse
1249,0.73545,-0.15487,1.24033,-0.45321,0.7583,0.52975,0.7654,CurrentUse
1260,0.31287,0.96248,-0.97631,0.13136,0.58489,0.52975,0.7654,CurrentUse
1262,-0.34799,-0.80615,-1.11902,0.59042,-0.00665,0.52975,0.40148,CurrentUse
1274,-0.46725,1.11406,0.58331,-0.60633,-1.13788,0.52975,1.2247,CurrentUse
1277,0.62967,0.16767,-1.11902,0.28783,-0.52745,0.52975,-0.52593,CurrentUse
1296,-2.05048,0.47617,0.58331,-1.34289,-0.52745,0.52975,0.07987,CurrentUse
1306,-0.34799,0.47617,0.14143,0.43852,-0.00665,0.52975,0.40148,CurrentUse
1307,-1.43907,2.8595,0.7233,2.23427,0.25953,0.52975,1.92173,CurrentUse
1308,0.52135,-0.80615,-0.97631,-0.76096,-0.27607,0.52975,0.40148,CurrentUse
1312,-0.92104,0.96248,0.58331,0.94156,1.13407,0.52975,1.2247,CurrentUse
1328,1.49158,-0.15487,-0.01928,1.81866,-1.13788,0.52975,0.40148,CurrentUse
1331,0.41667,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,CurrentUse
1336,0.13606,0.47617,0.29338,-0.60633,0.7583,0.52975,0.40148,CurrentUse
1358,0.52135,0.96248,1.65653,-0.01729,1.30612,0.52975,0.07987,CurrentUse
1367,0.41667,1.58487,1.06238,0.43852,-0.27607,0.52975,1.2247,CurrentUse
1371,1.13281,0.16767,-0.31776,0.43852,-0.78155,0.52975,0.7654,CurrentUse
1403,1.60383,1.2861,0.58331,0.28783,-0.78155,0.52975,-1.18084,CurrentUse
1426,-0.92104,1.74091,0.58331,-1.34289,1.13407,0.52975,1.2247,CurrentUse
1433,-0.79151,0.00332,0.14143,0.28783,0.7583,0.52975,-0.52593,CurrentUse
1446,-1.1943,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654,CurrentUse
1462,-2.75696,1.2861,-0.58331,0.76096,-0.52745,0.52975,0.07987,CurrentUse
1484,-1.1943,1.11406,1.24033,-1.6209,-0.65253,0.52975,1.2247,CurrentUse
1498,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,CurrentUse
1507,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,CurrentUse
1587,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,CurrentUse
1600,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,CurrentUse
1615,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,CurrentUse
1638,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,CurrentUse
1686,0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987,CurrentUse
1696,0.62967,-0.57545,0.7233,-0.15487,0.41594,0.52975,-0.84637,CurrentUse
1702,0.41667,0.16767,-0.01928,-0.91699,-0.89891,0.52975,0.07987,CurrentUse
1703,0.62967,-1.7625,-1.11902,-0.76096,-1.78169,0.52975,0.07987,CurrentUse
1705,-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637,CurrentUse
1719,-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637,CurrentUse
1740,-1.55078,0.80523,1.06238,-0.60633,-0.52745,0.52975,0.7654,CurrentUse
1750,-0.67825,0.96248,-0.71727,2.03972,1.13407,0.52975,-0.52593,CurrentUse
1753,1.02119,1.45421,2.44904,-0.45321,1.13407,0.52975,0.7654,CurrentUse
1754,0.73545,0.00332,1.43533,0.59042,-1.64101,0.52975,0.40148,CurrentUse
1770,-0.34799,1.2861,1.06238,-0.01729,-0.52745,0.52975,1.2247,CurrentUse
1784,-0.67825,3.27393,1.88511,-0.01729,-0.78155,0.52975,1.2247,CurrentUse
1799,0.52135,1.58487,2.90161,1.2861,1.81175,0.52975,1.92173,CurrentUse
1802,0.41667,-0.15487,1.43533,1.2861,-0.65253,0.52975,0.07987,CurrentUse
1803,0.82562,-0.57545,0.88309,0.43852,-0.52745,0.52975,1.2247,CurrentUse
1804,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,0.52975,-1.18084,CurrentUse
1805,-0.14882,-0.94779,1.24033,-0.60633,-1.64101,0.52975,1.2247,CurrentUse
1808,-0.58016,-1.23177,1.06238,-1.21213,0.93949,0.52975,1.92173,CurrentUse
1814,-1.86962,0.00332,0.14143,-0.76096,-0.14277,0.52975,0.40148,CurrentUse
1822,-0.46725,-1.50796,-0.58331,-0.30172,-0.40581,0.52975,0.40148,CurrentUse
1840,1.13281,-0.15487,1.24033,-2.07848,0.93949,0.52975,-0.52593,CurrentUse
1863,0.73545,-0.43999,0.44585,-1.07533,0.25953,0.52975,0.40148,CurrentUse
1874,0.73545,-1.23177,0.58331,-0.60633,-0.40581,0.52975,0.40148,CurrentUse
1877,-0.14882,-0.57545,1.43533,-0.91699,-0.78155,0.52975,0.40148,CurrentUse
1883,1.13281,-1.37639,-1.27553,-1.772,-1.38502,0.52975,-0.52593,CurrentUse
11,-1.05308,0.80523,-1.11902,-0.76096,1.81175,0.19268,0.07987,CurrentUse
27,-0.05188,-1.6334,-3.27393,-0.76096,0.58489,0.19268,-1.54858,CurrentUse
29,0.04257,-1.50796,-0.71727,0.28783,1.30612,0.19268,-0.52593,CurrentUse
33,-0.79151,-1.23177,-0.01928,0.43852,-0.00665,0.19268,-0.84637,CurrentUse
49,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.84637,CurrentUse
73,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,CurrentUse
104,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,CurrentUse
111,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,CurrentUse
112,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,CurrentUse
114,0.04257,0.63779,0.29338,0.13136,0.7583,0.19268,-0.21575,CurrentUse
121,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,CurrentUse
130,-0.79151,0.96248,-1.11902,0.94156,0.41594,0.19268,0.40148,CurrentUse
151,-0.24649,1.2861,0.14143,0.59042,1.13407,0.19268,0.07987,CurrentUse
157,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,CurrentUse
173,0.52135,-0.57545,-0.45174,-0.45321,0.7583,0.19268,-1.18084,CurrentUse
176,0.62967,0.00332,0.44585,1.2861,0.12331,0.19268,0.07987,CurrentUse
197,-0.58016,0.32197,-0.58331,1.2861,-0.89891,0.19268,-1.18084,CurrentUse
203,-0.67825,1.2861,-0.45174,0.94156,1.13407,0.19268,-0.84637,CurrentUse
215,-0.14882,1.11406,0.44585,1.2861,1.30612,0.19268,1.2247,CurrentUse
216,1.60383,-0.30033,-0.71727,1.11406,-0.40581,0.19268,0.07987,CurrentUse
221,0.82562,-0.30033,0.29338,-0.01729,0.12331,0.19268,0.07987,CurrentUse
229,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,0.19268,0.07987,CurrentUse
235,0.41667,0.96248,-0.01928,-0.91699,1.63088,0.19268,0.40148,CurrentUse
237,1.49158,0.32197,-0.17779,0.43852,0.41594,0.19268,-0.21575,CurrentUse
242,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,CurrentUse
251,-0.46725,0.16767,-0.31776,-0.45321,1.46191,0.19268,-0.84637,CurrentUse
256,-1.1943,1.74091,1.06238,1.2861,0.7583,0.19268,0.40148,CurrentUse
280,-1.32828,0.80523,0.29338,0.43852,0.41594,0.19268,-0.52593,CurrentUse
283,-0.05188,0.00332,0.14143,0.94156,0.93949,0.19268,0.40148,CurrentUse
284,-0.92104,1.58487,0.14143,-0.30172,0.7583,0.19268,0.40148,CurrentUse
307,-1.69163,0.80523,-0.17779,-0.01729,1.63088,0.19268,0.07987,CurrentUse
312,0.04257,1.74091,0.29338,0.59042,1.30612,0.19268,-0.52593,CurrentUse
323,0.22393,0.00332,1.43533,-0.91699,0.93949,0.19268,-0.52593,CurrentUse
324,-0.79151,1.2861,-0.17779,0.94156,2.33337,0.19268,-0.52593,CurrentUse
332,2.82196,-1.92173,-0.84732,0.43852,-1.78169,0.19268,-0.52593,CurrentUse
367,-1.1943,0.47617,0.29338,0.43852,0.25953,0.19268,-0.21575,CurrentUse
382,-0.79151,0.16767,-0.17779,-0.30172,0.7583,0.19268,0.40148,CurrentUse
414,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,CurrentUse
416,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,CurrentUse
419,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,CurrentUse
430,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,CurrentUse
438,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,CurrentUse
441,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,CurrentUse
450,-1.1943,0.80523,-0.84732,-0.15487,0.7583,0.19268,-0.52593,CurrentUse
463,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,CurrentUse
472,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,CurrentUse
